ConstituentEmailEngagementId,ConstituentId,EmailEngagementId,EmailId,ConstituentEmail,EmailSubject,SendDate,WasOpened,OpenedDate,ClickThrough,ClickThroughDate,Timezone,CreatedDate,ModifiedDate,SourceSystemId,SourceId
ebbc5ff8-f5d1-4d28-a0e9-0be76449ae82,9e8de2a9-dad8-48de-b558-fff3b1d860b6,7b2775a1-41e2-4ff4-97a1-fce501443359,d3adcda4-9fe1-414f-8eb3-76732ea1fe09,cable1911@duck.com,A special update just for you,2021-06-24 07:49:57.134560,False,,,,Europe/London,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,d5812f9e-f34a-4abc-b4ee-e5a21eb36e1a,bb05204b-9818-4e53-9036-6b29b936b0fb
6437afbf-1ade-4723-bb42-82440317d764,6ad25485-ba18-4eb3-9155-11446810b01f,02e560f1-97b0-47b1-8ddc-63d5d78e9cea,71314df6-31d0-4b18-96b1-2b41cb509fab,leu1921@live.com,Thank you for your support!,2023-11-14 17:43:22.168848,True,2023-11-16 17:43:22.168848,False,,Europe/Prague,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,072151c7-213e-4b3e-800e-a3867058fc82,bb05204b-9818-4e53-9036-6b29b936b0fb
5bf4e7a7-5b3c-4a90-b051-4199da17e3ce,d8983f37-2bdc-484c-9559-f5807b8a64cd,731febf1-757b-4f47-85a0-27269c5f16b4,a3d7bb49-adf1-4be6-a26e-0892e066c78f,lack2095@yandex.com,Exciting news from our team,2024-03-14 03:19:19.154149,True,2024-03-15 03:19:19.154149,True,2024-03-17 03:19:19.154149,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,6ed3c111-9e8f-415f-b1ff-177f683c87fb,bb05204b-9818-4e53-9036-6b29b936b0fb
3848455e-6623-47da-a306-9e833385df33,6005b204-fd29-442a-af24-dc796c3c66d8,a477ff68-e316-4614-b488-17180a11e8cf,ef938c6a-b3ad-416a-81e1-e9b52f0f9d32,agents2089@example.org,A special update just for you,2021-02-01 23:50:32.131432,False,,,,UTC,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,c28ce8ba-d7ae-41f1-96ac-11ea291b9748,bb05204b-9818-4e53-9036-6b29b936b0fb
c71271d8-b128-475a-8b51-71aa748fbfab,d0487f89-0afc-4712-b291-16f8770c3ddd,7fce3567-223b-4f8a-837e-7bcb4292e2dc,58c750cd-b49c-427f-963e-af66e61ea87a,receivers1914@outlook.com,Thank you for your support!,2017-03-06 06:15:08.142053,False,,,,America/New_York,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,d06afca0-7f46-4be0-bfae-59157d2f0494,bb05204b-9818-4e53-9036-6b29b936b0fb
1d407f8a-ad3f-4743-8f04-1a770d3b6cd6,b207fafd-97bd-4f47-bba0-ca8d369551de,2480bb31-bb7b-4673-939a-b59ad409088f,15835ecf-3314-4e4a-b9e5-cd399a38c914,eye2046@example.com,Thank you for your support!,2022-10-04 14:18:10.147417,False,,,,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,96da6636-fd66-4318-8f1a-85beafef18e0,bb05204b-9818-4e53-9036-6b29b936b0fb
de3b705e-425d-4ac5-95a7-14c17764c36f,42d22f94-2e82-495f-aaf5-01bc5776f6ae,6b9078a9-2c00-4288-b2fa-9131356ef50e,3934ed15-515f-49f1-b5f7-f9a4f6acd0ce,anthropology1928@protonmail.com,Join our upcoming event,2021-11-25 13:18:08.163472,True,2021-11-30 13:18:08.163472,True,2021-12-01 13:18:08.163472,America/New_York,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,3085348a-6677-490b-a394-8941cd96b097,bb05204b-9818-4e53-9036-6b29b936b0fb
72c120d2-fe68-4aea-8309-2a5fbb783984,78c1be87-394c-4219-b895-0d5ec07a6156,9aff56a4-1021-49c9-8955-b1855284fc63,05fef740-8883-48df-82e9-999d0eba58dc,bedrooms1802@outlook.com,We need your feedback,2010-08-31 05:03:42.148286,True,2010-09-03 05:03:42.148286,True,2010-09-03 05:03:42.148286,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,33344b0e-c8cb-4e13-a4b1-4c1f2cf5e439,bb05204b-9818-4e53-9036-6b29b936b0fb
f7574274-d6e7-4b6b-997f-15077878d4e4,cd5d1e7d-3b6c-4e96-93da-dc79e613f0b4,300f8e08-1e05-41f0-99e8-33035d69ecd5,08c2f153-fbe8-4227-a1a4-72d5338f547d,commons1854@gmail.com,Last chance to register,2022-07-04 02:44:12.130794,False,,,,America/New_York,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,96d99dc7-980f-4419-a690-220a8b8aede4,bb05204b-9818-4e53-9036-6b29b936b0fb
f800adfd-9690-4357-9413-e2e9dbb1170c,b7953581-b026-4ba2-ad7a-130679b99972,1c8c0cc1-d73d-4e45-b62c-2ef4adaa6ed4,a3ffcecd-55a2-4879-9de2-62cd23bf7362,contributions1833@yandex.com,Last chance to register,2008-12-05 09:48:23.155345,True,2008-12-09 09:48:23.155345,False,,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,2ccfa866-1dec-4867-b5bb-dd9fc91cdf52,bb05204b-9818-4e53-9036-6b29b936b0fb
